intent,text
offensive,I have this ladylove Shes married but I still wanna bang her She will not have sex with me What a bitch ~A troubadour probably
offensive,I heard you was looking for Candy Man bitch
offensive,I hope you do not get mad ladies I only call you bitches bitches bc I do not know your names individually Katt Williams
offensive,I just got a number I am a bitch boy
offensive,I know that shit eatin grin You either just fucked the girl of your dreams or you sold a car We know you are a faggot Whatd you sell
offensive,I only be with older men cause they are more mature That supposed to fool us bitch
offensive,I prolly leave up out this bitch with my cups in my hand and yo hand in my other hand
offensive,I said i do not like it it tastes like wolf pussy what How do you even know what that tastes like
offensive,I taught myself how to eat pussy and cut my own hair I taught myself how to eat pussy hair Name the movie
offensive,I used to dress up like a cop too Oh really Yeahright after NUMBERmad pussy Really YesI will NEVER FORGET
offensive,I went to jail for a flock came home wit a strike You went to jail as a bitch came home as a dike
offensive,I will fuck u where u stand U dizzy bitch Two unique separate phrases I overheard a relative saying when I was younger
offensive,I woke up like thi bitch go back to bed
offensive,I would rather you call me bitch than sir my manager
offensive,I will beat on that pussy so hard
neither,I will slit your throatneck URL
offensive,I am a funky ass honkey s shout out to tonight before Cabaret JT2020Tour
offensive,I am comparing KFC to the pussy
offensive,I am downloading you a new personality and ordering you a new face You bitch I love you Goddamn it Axl Rose yelling at his sex robot
offensive,I am feelin like Malcolm in the middle these bitches surround me they can not miss em
offensive,I am gonna piss on your dimple Stop wasting prayers on trash teams lol
offensive,I am probably your main bitch chocolate dipped cinnamon apple
offensive,I am sick of his shit man Sit his bitch ass I am fed up bro RT Geno threw yet another pick smh
offensive,I am sorry I fucked yo bitch But she really dig a nigga
offensive,IBS irritable bitch syndrome
offensive,If you love her then hide yo bitch so you will keep shorty
offensive,If you talk back to me you aint getting no pussy Me URL
offensive,If you are a bad bitch put your hands up high Every girl in the room starts waving there hands around
offensive,Imma tie that bitch up in the basement and donkeyfuck her ass for two weeks straight hahahahahahahahaha 50centmovie beforeiselfdestruct
offensive,In My Mind Gotta be the dumb hoe anthem
neither,Is that an albino Mexican No dad hes Asian
offensive,It takes a true directioner to accept Larry You know what bitch its fans like you that make the boys cry ThankYouPaulForConfirmingLarry
offensive,Its allegations were u in the bedroom Did u see it Words of a naive blind bitch We know ur husband cheated on u Ramona is dumb
offensive,Its never too late to tag a bitch
offensive,Its the dykes hunter dyke with a dyke URL
offensive,Julia Roberts you are a ho NottingHill
neither,Just follow the yellow brick twitter
offensive,LMFAOOOOOOOOOOOOOOOOOO If your pussy is good but my mama do not like you Guess who gotta gomy mama
neither,LOL cripple Wendy Davis RT Scientists create remotecontrolled chick to study shy penguins URL
offensive,Let us do nips ahoy and spank me maybe
hate speech,Let us kill cracker babies WTF did I just hear WOW
offensive,Like correct me if I am wrong but Does not pimpin involve smackin bitches for money
offensive,Lmao RT Pound cake look like pussy URL
offensive,Lmao The drose adidas are lighter than my phone Shit is retarded
neither,Mam Renee doet in haar rol net of ze ongesteld is Wat is ongesteld Van dat soort vragen waar je denkt hoe leg ik die weer uit
offensive,Maybe she wants to be more than your friend or maybe shes a stupid bitch You never know until you make her cum
neither,Mine plays DMX and kirk Franklin smh Well my neighbors are ghetto They get up at like am and beat their kids
hate speech,My grandma used to call me a porch monkey all the time Come to think of it she did refer to a broken bottle as a nigger knife
offensive,My momma told me to tell you to mind yoooo damn motha fuckin business you NUMBER not knowin what it is bitch
offensive,My nips are freeeeezingand thats not okay because they are slicing through my bra
offensive,My twitter was hacked = I am too pussy to admit that I said it and now I want to act like I never said it
offensive,Nah girl I aint gon be able to make it its been tight since Russ loss his job you in the back like damn bitch really
hate speech,Nah its You yo i thought some1 photoshopped my face on that faggot smmfhi hate yall URL
offensive,New Flame the song of the yr lol that bitch SUPER run like
offensive,Niggas always yelling Fuck bitches Get money meanwhile they are broke and still want the bitches
offensive,Niggas be pressed for pussy Eeeeeen nothin
offensive,No bitches nan
offensive,No boats and hoes please thanks Mom
neither,OVO kendrick lamar still trash
offensive,On top of that she just a pregnant ass sorry hoe Aint never got no money Even her water broke RIPTALLT
neither,Only a couple of Red Sox have gotten past first base I am dying laughing Maybe the Yanks need to teach them some game
hate speech,Our people Now is the time for the Aryan race stand up and say no more Before the mongerls turn the world into a ghetto slum
offensive,Pistol whip my Dickau shoot yo bitch club up Sometimes freestyles be freestyles And I am okay with that
offensive,RT it for me Please and thanks Did a pierced pussy just come across my timeline
offensive,Remy Machiavelli send shots to ya belly my bitch
offensive,Roberto you are one nasty hoe
offensive,SORRY JB FANREALLY JUSTIN COME BACK That is the top comment on a Justin Timberlake video with million views Son of a fucking bitch
offensive,Searching the incredible story of white mans quest to find the ingredients necessary to make Caribbean Jerked Chicken in redneck land
offensive,Selling my soul for material wishes fast cars and bitches Tupac smile remix
offensive,Shake that Bear aka two rednecks having sex on a dead bear
offensive,Shall I compare thee to a summerNUMBER day No a summerNUMBER day is not a bitch
offensive,She gotta shape up her pussy lips tho Whole wheat organic pussy URL
offensive,She said wigga man you richtake the durag off URL
offensive,She was a bitch anyway
offensive,Shes from Florida so you have got to do the sniff test in those swamp pussies
offensive,Slow the fuck down bitch I know where you live Classy young lady
offensive,So hes a good football playerbut he still acts like a nig
offensive,Stop being a pussy son and shove that needle into your own heart afterearth
offensive,Stop looking us and go eat some pussy you yuppie fucks
offensive,Takin it straight to dirt why finger the pussy when I know I can put my dick in it
offensive,That aint bro moves thats hoe moves
offensive,That girl is plain looking borderline ugly chunky Hey at least shes got a nice smile a great personality
neither,The devil grows inside the hearts of the selfish and wicked White brown yellow and black color is not restricted
neither,The water is not yellow I am a healthy student
offensive,These hoes aint loyal
offensive,These hoes keep callin but I aint pickin up
hate speech,These sour apple bitter bitches I am not fuckin wit em
offensive,They Faggots Orioles petty as fuckgot swept up outta this bitch
offensive,They have some ghetto ass bands gets snuck
neither,They have to That division is trash Saints gon win the NFC Southwatch
offensive,This is for all the fans that waited the bitch niggas that hated Old hoes we dated look mama we URL
offensive,This is for my ghetto motherfuckers Missy Elliott
neither,This recipe calls for a leftover brownie What the hell is a LEFTOVER brownie Thats just a brownie you have not eaten yet
offensive,Those ratchet broads do not represent me but YOUR white ass can not talk trash about them cause you on racist shit Black
offensive,Trust noneeee bitch I do not
offensive,Twitter is twitter bitch twitter is life
neither,Two roads diverged in a yellow wood and I chose the one to Jotunheimr Robert Frost Giant
offensive,U got my K bitch niggaAl Haymon to Antonio Tarver
offensive,Uhuh what do we have Your empty heart my empty bottle a yellow cab That you would like to catch cuz yo latest ex made u mad
offensive,Used to have a girlfriend now all I got is hoes I was lookin for a good girl but she was fuckin on the low
offensive,Virgin pussy regular pussy Oomf pussy
offensive,WHAAAAAAT LMAOOO thats why I luv u fat bitches cuz you all got some big ole titties and phat booties
offensive,Walked in that bitch like NIGGA WE MADE IT
hate speech,We hate niggers we hate faggots and we hate spicskkk rally
hate speech,We are out here and we are queer hut We like it in our butt
offensive,Well bitch biology said
offensive,What I do Gotta report you as spam RT Ladies RT if your head game better than your pussy
